date,name,min_temp,max_temp,max_gust
2019-05-16,EAST HAMPTON AIRPORT,56.5,68.0,15.9
2019-05-15,EAST HAMPTON AIRPORT,49.5,62.1,18.1
2019-05-14,EAST HAMPTON AIRPORT,45.3,53.4,20.0
2019-05-13,EAST HAMPTON AIRPORT,46.2,50.0,22.9
2019-05-11,EAST HAMPTON AIRPORT,57.3,59.9,21.0
2019-05-10,EAST HAMPTON AIRPORT,53.0,59.9,21.0
2019-05-09,EAST HAMPTON AIRPORT,47.6,64.2,22.0
2019-05-08,EAST HAMPTON AIRPORT,56.3,64.2,15.0
2019-05-07,EAST HAMPTON AIRPORT,51.1,63.7,17.1
2019-05-06,EAST HAMPTON AIRPORT,52.1,63.7,21.0
2019-05-05,EAST HAMPTON AIRPORT,49.9,58.8,20.0
2019-05-04,EAST HAMPTON AIRPORT,52.3,58.8,
2019-05-03,EAST HAMPTON AIRPORT,47.5,62.4,15.9
2019-05-02,EAST HAMPTON AIRPORT,51.3,62.4,19.0
2019-05-01,EAST HAMPTON AIRPORT,44.8,50.4,
2019-04-30,EAST HAMPTON AIRPORT,46.0,53.8,
2019-04-29,EAST HAMPTON AIRPORT,46.3,53.8,18.1
2019-04-28,EAST HAMPTON AIRPORT,45.5,55.9,24.1
2019-04-27,EAST HAMPTON AIRPORT,52.6,58.1,34.0
2019-04-26,EAST HAMPTON AIRPORT,49.9,58.1,27.0
2019-04-25,EAST HAMPTON AIRPORT,50.1,66.4,14.0
2019-04-24,EAST HAMPTON AIRPORT,58.4,66.4,22.9
2019-04-23,EAST HAMPTON AIRPORT,56.3,64.4,14.0
2019-04-22,EAST HAMPTON AIRPORT,51.4,61.5,19.0
2019-04-21,EAST HAMPTON AIRPORT,54.2,59.9,15.0
2019-04-20,EAST HAMPTON AIRPORT,56.5,61.5,26.0
2019-04-19,EAST HAMPTON AIRPORT,55.2,61.5,22.9
2019-04-18,EAST HAMPTON AIRPORT,46.4,55.6,22.0
2019-04-17,EAST HAMPTON AIRPORT,51.1,60.8,17.1
2019-04-16,EAST HAMPTON AIRPORT,48.8,60.8,27.0
2019-04-15,EAST HAMPTON AIRPORT,55.6,64.9,33.0
2019-04-14,EAST HAMPTON AIRPORT,52.4,64.9,14.0
2019-04-13,EAST HAMPTON AIRPORT,52.8,57.4,17.1
2019-04-12,EAST HAMPTON AIRPORT,45.1,53.6,18.1
2019-04-11,EAST HAMPTON AIRPORT,39.9,53.8,14.0
2019-04-10,EAST HAMPTON AIRPORT,45.3,53.8,22.0
2019-04-09,EAST HAMPTON AIRPORT,42.6,47.5,18.1
2019-04-08,EAST HAMPTON AIRPORT,49.9,57.2,15.0
2019-04-07,EAST HAMPTON AIRPORT,45.4,62.1,15.9
2019-04-06,EAST HAMPTON AIRPORT,46.8,62.1,
2019-04-05,EAST HAMPTON AIRPORT,39.0,48.2,15.9
2019-04-04,EAST HAMPTON AIRPORT,48.6,62.1,27.0
2019-04-03,EAST HAMPTON AIRPORT,45.7,61.9,28.0
2019-04-02,EAST HAMPTON AIRPORT,32.6,45.7,19.0
2019-04-01,EAST HAMPTON AIRPORT,39.1,55.6,26.0
2019-03-31,EAST HAMPTON AIRPORT,49.0,59.0,22.0
2019-03-30,EAST HAMPTON AIRPORT,48.0,59.0,18.1
2019-03-29,EAST HAMPTON AIRPORT,45.6,51.3,17.1
2019-03-28,EAST HAMPTON AIRPORT,33.4,46.8,18.1
2019-03-27,EAST HAMPTON AIRPORT,33.7,44.8,15.0
2019-03-26,EAST HAMPTON AIRPORT,38.9,49.6,24.1
2019-03-25,EAST HAMPTON AIRPORT,45.4,50.9,19.0
2019-03-24,EAST HAMPTON AIRPORT,40.1,50.9,25.1
2019-03-23,EAST HAMPTON AIRPORT,39.0,46.6,33.0
2019-03-22,EAST HAMPTON AIRPORT,41.8,46.6,28.9
2019-03-21,EAST HAMPTON AIRPORT,41.6,46.0,21.0
2019-03-20,EAST HAMPTON AIRPORT,32.5,45.9,15.0
2019-03-19,EAST HAMPTON AIRPORT,31.0,44.8,18.1
2019-03-18,EAST HAMPTON AIRPORT,32.8,42.3,18.1
2019-03-17,EAST HAMPTON AIRPORT,36.6,55.8,21.0
2019-03-16,EAST HAMPTON AIRPORT,48.0,54.0,27.0
2019-03-15,EAST HAMPTON AIRPORT,48.7,55.9,28.0
2019-03-14,EAST HAMPTON AIRPORT,41.4,50.2,15.0
2019-03-13,EAST HAMPTON AIRPORT,33.7,40.3,
2019-03-12,EAST HAMPTON AIRPORT,38.1,51.3,24.1
2019-03-11,EAST HAMPTON AIRPORT,43.4,51.3,22.9
2019-03-10,EAST HAMPTON AIRPORT,36.4,47.3,28.0
2019-03-09,EAST HAMPTON AIRPORT,31.1,45.0,
2019-03-08,EAST HAMPTON AIRPORT,24.7,34.3,15.9
2019-03-07,EAST HAMPTON AIRPORT,22.6,30.6,25.1
2019-03-06,EAST HAMPTON AIRPORT,22.8,29.8,22.9
2019-03-05,EAST HAMPTON AIRPORT,26.7,39.0,18.1
2019-03-04,EAST HAMPTON AIRPORT,34.1,40.3,22.9
2019-03-03,EAST HAMPTON AIRPORT,34.3,40.3,15.0
2019-03-02,EAST HAMPTON AIRPORT,33.4,36.5,21.0
2019-03-01,EAST HAMPTON AIRPORT,26.3,32.9,
2019-02-28,EAST HAMPTON AIRPORT,27.4,32.5,18.1
2019-02-27,EAST HAMPTON AIRPORT,22.1,32.4,20.0
2019-02-26,EAST HAMPTON AIRPORT,28.7,42.6,33.0
2019-02-25,EAST HAMPTON AIRPORT,38.9,47.3,38.1
2019-02-24,EAST HAMPTON AIRPORT,39.9,47.3,25.1
2019-02-23,EAST HAMPTON AIRPORT,33.5,38.7,
2019-02-22,EAST HAMPTON AIRPORT,35.9,46.8,17.1
2019-02-21,EAST HAMPTON AIRPORT,37.5,46.8,21.0
2019-02-20,EAST HAMPTON AIRPORT,26.3,32.0,15.0
2019-02-19,EAST HAMPTON AIRPORT,26.9,35.8,28.0
2019-02-18,EAST HAMPTON AIRPORT,32.4,35.8,22.0
2019-02-17,EAST HAMPTON AIRPORT,29.8,46.6,18.1
2019-02-16,EAST HAMPTON AIRPORT,40.1,50.9,18.1
2019-02-15,EAST HAMPTON AIRPORT,41.5,50.9,22.9
2019-02-14,EAST HAMPTON AIRPORT,33.9,42.8,22.9
2019-02-13,EAST HAMPTON AIRPORT,37.7,42.8,28.9
2019-02-12,EAST HAMPTON AIRPORT,28.6,35.4,25.1
2019-02-11,EAST HAMPTON AIRPORT,30.7,35.4,
2019-02-10,EAST HAMPTON AIRPORT,27.0,32.4,15.9
2019-02-09,EAST HAMPTON AIRPORT,30.9,48.7,33.0
2019-02-08,EAST HAMPTON AIRPORT,40.5,48.7,22.9
2019-02-07,EAST HAMPTON AIRPORT,39.0,42.1,22.9
2019-02-06,EAST HAMPTON AIRPORT,38.1,58.3,15.9
2019-02-05,EAST HAMPTON AIRPORT,38.9,58.3,
2019-02-04,EAST HAMPTON AIRPORT,34.9,51.1,
2019-02-03,EAST HAMPTON AIRPORT,32.5,43.9,17.1
2019-02-02,EAST HAMPTON AIRPORT,14.2,31.6,25.1
2019-02-01,EAST HAMPTON AIRPORT,15.1,20.7,17.1
2019-01-31,EAST HAMPTON AIRPORT,10.6,21.9,32.1
2019-01-30,EAST HAMPTON AIRPORT,33.1,43.7,35.0
2019-01-29,EAST HAMPTON AIRPORT,30.2,40.1,20.0
2019-01-28,EAST HAMPTON AIRPORT,32.7,45.5,18.1
2019-01-27,EAST HAMPTON AIRPORT,32.7,45.5,22.0
2019-01-26,EAST HAMPTON AIRPORT,27.6,39.0,15.0
2019-01-25,EAST HAMPTON AIRPORT,35.4,53.8,22.0
2019-01-24,EAST HAMPTON AIRPORT,49.0,53.1,33.0
2019-01-23,EAST HAMPTON AIRPORT,28.9,44.1,17.1
2019-01-22,EAST HAMPTON AIRPORT,16.1,26.2,36.9
2019-01-21,EAST HAMPTON AIRPORT,10.3,23.2,38.1
2019-01-20,EAST HAMPTON AIRPORT,38.1,50.2,28.0
2019-01-19,EAST HAMPTON AIRPORT,32.3,40.6,15.9
2019-01-18,EAST HAMPTON AIRPORT,32.2,40.6,
2019-01-17,EAST HAMPTON AIRPORT,28.3,36.0,15.9
2019-01-16,EAST HAMPTON AIRPORT,24.3,36.0,18.1
2019-01-15,EAST HAMPTON AIRPORT,23.3,34.0,15.9
2019-01-14,EAST HAMPTON AIRPORT,29.4,32.4,18.1
2019-01-13,EAST HAMPTON AIRPORT,25.6,28.6,15.0
2019-01-12,EAST HAMPTON AIRPORT,22.6,30.2,24.1
2019-01-11,EAST HAMPTON AIRPORT,27.7,33.6,28.9
2019-01-10,EAST HAMPTON AIRPORT,33.3,45.5,26.0
2019-01-09,EAST HAMPTON AIRPORT,42.9,47.3,31.1
2019-01-08,EAST HAMPTON AIRPORT,38.1,47.3,17.1
2019-01-07,EAST HAMPTON AIRPORT,27.0,47.7,28.0
2019-01-06,EAST HAMPTON AIRPORT,37.6,47.7,24.1
2019-01-05,EAST HAMPTON AIRPORT,43.0,46.0,22.0
2019-01-04,EAST HAMPTON AIRPORT,32.4,45.0,20.0
2019-01-03,EAST HAMPTON AIRPORT,39.3,45.0,20.0
2019-01-02,EAST HAMPTON AIRPORT,34.5,41.2,18.1
2019-01-01,EAST HAMPTON AIRPORT,49.2,59.2,28.0
2018-12-31,EAST HAMPTON AIRPORT,31.4,43.2,15.0
2018-12-30,EAST HAMPTON AIRPORT,33.8,53.8,
2018-12-29,EAST HAMPTON AIRPORT,49.9,56.3,21.0
2018-12-28,EAST HAMPTON AIRPORT,44.3,56.3,25.1
2018-12-27,EAST HAMPTON AIRPORT,33.7,39.7,14.0
2018-12-26,EAST HAMPTON AIRPORT,32.4,39.4,14.0
2018-12-25,EAST HAMPTON AIRPORT,36.4,39.4,21.0
2018-12-24,EAST HAMPTON AIRPORT,33.4,39.2,
2018-12-23,EAST HAMPTON AIRPORT,36.8,52.7,22.0
2018-12-22,EAST HAMPTON AIRPORT,48.3,58.1,28.0
2018-12-21,EAST HAMPTON AIRPORT,53.0,58.1,28.9
2018-12-20,EAST HAMPTON AIRPORT,31.9,47.8,
2018-12-19,EAST HAMPTON AIRPORT,28.7,39.2,25.1
2018-12-18,EAST HAMPTON AIRPORT,33.1,42.6,32.1
2018-12-17,EAST HAMPTON AIRPORT,39.0,43.3,22.0
2018-12-16,EAST HAMPTON AIRPORT,42.7,50.9,28.0
2018-12-15,EAST HAMPTON AIRPORT,47.7,50.4,
2018-12-14,EAST HAMPTON AIRPORT,42.4,48.9,15.0
2018-12-13,EAST HAMPTON AIRPORT,32.0,39.0,14.0
2018-12-12,EAST HAMPTON AIRPORT,31.6,41.2,21.0
2018-12-11,EAST HAMPTON AIRPORT,26.2,41.2,
2018-12-10,EAST HAMPTON AIRPORT,30.2,37.0,22.9
2018-12-09,EAST HAMPTON AIRPORT,27.7,33.3,
2018-12-08,EAST HAMPTON AIRPORT,27.8,37.9,20.0
2018-12-07,EAST HAMPTON AIRPORT,35.6,40.1,20.0
2018-12-06,EAST HAMPTON AIRPORT,27.4,40.1,20.0
2018-12-05,EAST HAMPTON AIRPORT,29.4,44.2,
2018-12-04,EAST HAMPTON AIRPORT,40.0,56.3,22.9
2018-12-03,EAST HAMPTON AIRPORT,52.9,56.3,25.1
2018-12-02,EAST HAMPTON AIRPORT,47.4,56.3,21.0
2018-12-01,EAST HAMPTON AIRPORT,35.3,42.4,
2018-11-30,EAST HAMPTON AIRPORT,34.6,45.0,19.0
2018-11-29,EAST HAMPTON AIRPORT,40.3,45.0,27.0
2018-11-28,EAST HAMPTON AIRPORT,38.8,51.3,28.0
2018-11-27,EAST HAMPTON AIRPORT,45.1,51.3,32.1
2018-11-26,EAST HAMPTON AIRPORT,45.0,50.0,31.1
2018-11-25,EAST HAMPTON AIRPORT,47.9,52.0,29.9
2018-11-24,EAST HAMPTON AIRPORT,30.1,50.0,
2018-11-23,EAST HAMPTON AIRPORT,21.0,31.1,20.0
2018-11-22,EAST HAMPTON AIRPORT,25.3,43.7,28.0
2018-11-21,EAST HAMPTON AIRPORT,38.7,47.7,21.0
2018-11-20,EAST HAMPTON AIRPORT,42.5,47.7,15.9
2018-11-19,EAST HAMPTON AIRPORT,44.1,53.6,
2018-11-18,EAST HAMPTON AIRPORT,40.1,44.6,17.1
2018-11-17,EAST HAMPTON AIRPORT,40.8,48.6,18.1
2018-11-16,EAST HAMPTON AIRPORT,41.3,49.1,41.0
2018-11-15,EAST HAMPTON AIRPORT,31.2,43.0,20.0
2018-11-14,EAST HAMPTON AIRPORT,38.7,43.9,24.1
2018-11-13,EAST HAMPTON AIRPORT,50.9,59.9,22.0
2018-11-12,EAST HAMPTON AIRPORT,34.0,49.6,
2018-11-11,EAST HAMPTON AIRPORT,39.3,50.0,19.0
2018-11-10,EAST HAMPTON AIRPORT,47.9,52.5,31.1
2018-11-09,EAST HAMPTON AIRPORT,44.0,56.3,20.0
2018-11-08,EAST HAMPTON AIRPORT,51.3,60.3,20.0
2018-11-07,EAST HAMPTON AIRPORT,56.2,62.8,22.9
2018-11-06,EAST HAMPTON AIRPORT,55.6,62.8,20.0
2018-11-05,EAST HAMPTON AIRPORT,45.7,53.8,22.9
2018-11-04,EAST HAMPTON AIRPORT,46.9,63.5,25.1
2018-11-03,EAST HAMPTON AIRPORT,59.9,64.0,35.0
2018-11-02,EAST HAMPTON AIRPORT,62.0,64.0,24.1
2018-11-01,EAST HAMPTON AIRPORT,59.0,63.3,21.0
2018-10-31,EAST HAMPTON AIRPORT,40.6,59.9,18.1
2018-10-30,EAST HAMPTON AIRPORT,45.6,56.3,18.1
2018-10-29,EAST HAMPTON AIRPORT,50.7,56.3,22.0
2018-10-28,EAST HAMPTON AIRPORT,51.9,55.9,25.1
2018-10-27,EAST HAMPTON AIRPORT,47.8,54.5,35.0
2018-10-26,EAST HAMPTON AIRPORT,39.7,50.2,17.1
2018-10-25,EAST HAMPTON AIRPORT,45.1,53.4,24.1
2018-10-24,EAST HAMPTON AIRPORT,46.6,62.6,28.0
2018-10-23,EAST HAMPTON AIRPORT,46.7,62.6,27.0
2018-10-22,EAST HAMPTON AIRPORT,42.7,49.5,22.0
2018-10-21,EAST HAMPTON AIRPORT,45.5,61.9,28.0
2018-10-20,EAST HAMPTON AIRPORT,58.4,61.7,25.1
2018-10-19,EAST HAMPTON AIRPORT,43.6,58.3,20.0
2018-10-18,EAST HAMPTON AIRPORT,45.9,62.1,28.0
2018-10-17,EAST HAMPTON AIRPORT,49.7,65.8,24.1
2018-10-16,EAST HAMPTON AIRPORT,56.4,69.3,28.0
2018-10-15,EAST HAMPTON AIRPORT,52.9,66.2,21.0
2018-10-14,EAST HAMPTON AIRPORT,47.5,58.5,
2018-10-13,EAST HAMPTON AIRPORT,50.2,68.5,19.0
2018-10-12,EAST HAMPTON AIRPORT,63.0,72.3,28.0
2018-10-11,EAST HAMPTON AIRPORT,69.1,75.9,22.9
2018-10-10,EAST HAMPTON AIRPORT,69.2,75.9,
2018-10-09,EAST HAMPTON AIRPORT,66.9,74.7,15.9
2018-10-08,EAST HAMPTON AIRPORT,62.3,71.1,18.1
2018-10-07,EAST HAMPTON AIRPORT,66.7,70.9,
2018-10-06,EAST HAMPTON AIRPORT,56.1,68.2,
2018-10-05,EAST HAMPTON AIRPORT,64.8,72.0,18.1
2018-10-04,EAST HAMPTON AIRPORT,65.6,72.7,17.1
2018-10-03,EAST HAMPTON AIRPORT,66.7,72.7,17.1
2018-10-02,EAST HAMPTON AIRPORT,66.8,72.5,15.9
2018-10-01,EAST HAMPTON AIRPORT,59.0,71.2,17.1
2018-09-30,EAST HAMPTON AIRPORT,57.5,70.7,
2018-09-29,EAST HAMPTON AIRPORT,60.6,70.7,
2018-09-28,EAST HAMPTON AIRPORT,60.2,70.7,19.0
2018-09-27,EAST HAMPTON AIRPORT,66.5,74.8,19.0
2018-09-26,EAST HAMPTON AIRPORT,70.8,74.8,25.1
2018-09-25,EAST HAMPTON AIRPORT,62.3,69.1,22.0
2018-09-24,EAST HAMPTON AIRPORT,57.0,63.1,24.1
2018-09-23,EAST HAMPTON AIRPORT,61.2,72.5,
2018-09-22,EAST HAMPTON AIRPORT,69.3,72.5,22.0
2018-09-21,EAST HAMPTON AIRPORT,64.7,70.3,17.1
2018-09-20,EAST HAMPTON AIRPORT,63.4,70.3,15.0
2018-09-19,EAST HAMPTON AIRPORT,67.1,76.1,17.1
2018-09-18,EAST HAMPTON AIRPORT,72.4,76.1,24.1
2018-09-17,EAST HAMPTON AIRPORT,68.6,75.4,
2018-09-16,EAST HAMPTON AIRPORT,64.3,78.6,
2018-09-15,EAST HAMPTON AIRPORT,66.8,75.6,
2018-09-14,EAST HAMPTON AIRPORT,68.7,74.1,14.0
2018-09-13,EAST HAMPTON AIRPORT,68.1,75.7,14.0
2018-09-12,EAST HAMPTON AIRPORT,71.3,81.3,
2018-09-11,EAST HAMPTON AIRPORT,71.7,81.3,22.0
2018-09-10,EAST HAMPTON AIRPORT,59.2,64.9,26.0
2018-09-09,EAST HAMPTON AIRPORT,61.0,69.1,19.0
2018-09-08,EAST HAMPTON AIRPORT,66.3,73.4,17.1
2018-09-07,EAST HAMPTON AIRPORT,70.5,83.8,15.9
2018-09-06,EAST HAMPTON AIRPORT,77.3,83.8,22.9
2018-09-05,EAST HAMPTON AIRPORT,71.6,88.5,
2018-09-04,EAST HAMPTON AIRPORT,77.8,88.5,14.0
2018-09-03,EAST HAMPTON AIRPORT,74.5,81.3,17.1
2018-09-02,EAST HAMPTON AIRPORT,65.9,77.0,
2018-09-01,EAST HAMPTON AIRPORT,68.3,75.9,15.9
2018-08-31,EAST HAMPTON AIRPORT,72.3,87.8,18.1
2018-08-30,EAST HAMPTON AIRPORT,79.8,90.5,15.0
2018-08-29,EAST HAMPTON AIRPORT,79.7,90.5,15.9
2018-08-28,EAST HAMPTON AIRPORT,78.9,87.3,15.9
2018-08-27,EAST HAMPTON AIRPORT,76.2,85.1,
2018-08-26,EAST HAMPTON AIRPORT,63.6,76.3,
2018-08-25,EAST HAMPTON AIRPORT,66.0,79.0,
2018-08-24,EAST HAMPTON AIRPORT,64.7,79.0,
2018-08-23,EAST HAMPTON AIRPORT,70.1,75.0,
2018-08-22,EAST HAMPTON AIRPORT,73.5,83.3,
2018-08-21,EAST HAMPTON AIRPORT,66.8,73.9,
2018-08-20,EAST HAMPTON AIRPORT,68.6,73.9,18.1
2018-08-19,EAST HAMPTON AIRPORT,68.5,81.7,18.1
2018-08-18,EAST HAMPTON AIRPORT,75.5,84.7,24.1
2018-08-17,EAST HAMPTON AIRPORT,76.4,86.4,15.9
2018-08-16,EAST HAMPTON AIRPORT,77.1,86.4,
2018-08-15,EAST HAMPTON AIRPORT,74.8,84.4,15.9
2018-08-14,EAST HAMPTON AIRPORT,74.7,81.7,18.1
2018-08-13,EAST HAMPTON AIRPORT,71.6,81.3,18.1
2018-08-12,EAST HAMPTON AIRPORT,74.1,81.3,
2018-08-11,EAST HAMPTON AIRPORT,72.2,86.2,
2018-08-10,EAST HAMPTON AIRPORT,75.2,86.2,
2018-08-09,EAST HAMPTON AIRPORT,79.1,86.0,
2018-08-08,EAST HAMPTON AIRPORT,76.6,84.0,15.0
2018-08-07,EAST HAMPTON AIRPORT,77.8,88.2,21.0
2018-08-06,EAST HAMPTON AIRPORT,78.6,88.2,
2018-08-05,EAST HAMPTON AIRPORT,75.9,87.8,
2018-08-04,EAST HAMPTON AIRPORT,74.7,82.9,18.1
2018-08-03,EAST HAMPTON AIRPORT,77.2,82.9,20.0
2018-08-02,EAST HAMPTON AIRPORT,77.5,82.6,21.0
2018-08-01,EAST HAMPTON AIRPORT,74.3,80.8,22.9
2018-07-31,EAST HAMPTON AIRPORT,69.4,79.3,
2018-07-30,EAST HAMPTON AIRPORT,69.3,79.3,
2018-07-29,EAST HAMPTON AIRPORT,74.6,82.0,15.0
2018-07-28,EAST HAMPTON AIRPORT,74.6,83.5,
2018-07-27,EAST HAMPTON AIRPORT,75.2,83.5,15.0
2018-07-26,EAST HAMPTON AIRPORT,73.6,79.0,22.9
2018-07-25,EAST HAMPTON AIRPORT,73.7,79.7,18.1
2018-07-24,EAST HAMPTON AIRPORT,74.4,79.7,19.0
2018-07-23,EAST HAMPTON AIRPORT,74.1,79.0,21.0
2018-07-22,EAST HAMPTON AIRPORT,70.2,76.8,39.0
2018-07-21,EAST HAMPTON AIRPORT,63.5,77.7,22.0
2018-07-20,EAST HAMPTON AIRPORT,66.4,77.4,
2018-07-19,EAST HAMPTON AIRPORT,67.6,82.6,
2018-07-18,EAST HAMPTON AIRPORT,73.6,82.6,18.1
2018-07-17,EAST HAMPTON AIRPORT,74.4,84.6,22.9
2018-07-16,EAST HAMPTON AIRPORT,74.0,84.6,14.0
2018-07-15,EAST HAMPTON AIRPORT,74.4,83.8,15.0
2018-07-14,EAST HAMPTON AIRPORT,68.4,77.2,15.0
2018-07-13,EAST HAMPTON AIRPORT,65.7,76.6,15.0
2018-07-12,EAST HAMPTON AIRPORT,68.2,78.6,
2018-07-11,EAST HAMPTON AIRPORT,72.0,82.8,19.0
2018-07-10,EAST HAMPTON AIRPORT,71.7,82.8,14.0
2018-07-09,EAST HAMPTON AIRPORT,64.3,77.5,15.0
2018-07-08,EAST HAMPTON AIRPORT,61.4,73.9,
2018-07-07,EAST HAMPTON AIRPORT,67.7,80.8,24.1
2018-07-06,EAST HAMPTON AIRPORT,75.1,80.8,22.0
2018-07-05,EAST HAMPTON AIRPORT,77.5,84.0,18.1
2018-07-04,EAST HAMPTON AIRPORT,76.6,83.3,
2018-07-03,EAST HAMPTON AIRPORT,75.3,83.3,
2018-07-02,EAST HAMPTON AIRPORT,75.8,91.9,
2018-07-01,EAST HAMPTON AIRPORT,77.7,91.9,
2018-06-30,EAST HAMPTON AIRPORT,74.2,87.6,
2018-06-29,EAST HAMPTON AIRPORT,73.8,86.5,41.0
2018-06-28,EAST HAMPTON AIRPORT,68.2,73.0,18.1
2018-06-27,EAST HAMPTON AIRPORT,65.5,73.0,17.1
2018-06-26,EAST HAMPTON AIRPORT,61.2,70.5,15.0
2018-06-25,EAST HAMPTON AIRPORT,69.1,76.3,22.9
2018-06-24,EAST HAMPTON AIRPORT,64.0,71.6,
2018-06-23,EAST HAMPTON AIRPORT,61.3,69.1,15.9
2018-06-22,EAST HAMPTON AIRPORT,63.2,76.6,15.0
2018-06-21,EAST HAMPTON AIRPORT,67.0,76.6,
2018-06-20,EAST HAMPTON AIRPORT,66.6,75.9,38.1
2018-06-19,EAST HAMPTON AIRPORT,74.2,84.0,20.0
2018-06-18,EAST HAMPTON AIRPORT,69.0,81.5,25.1
2018-06-17,EAST HAMPTON AIRPORT,68.7,81.5,
2018-06-16,EAST HAMPTON AIRPORT,63.5,79.7,15.9
2018-06-15,EAST HAMPTON AIRPORT,62.7,70.7,14.0
2018-06-14,EAST HAMPTON AIRPORT,70.7,81.1,22.9
2018-06-13,EAST HAMPTON AIRPORT,61.5,66.2,17.1
2018-06-12,EAST HAMPTON AIRPORT,55.1,68.2,21.0
2018-06-11,EAST HAMPTON AIRPORT,58.5,70.0,18.1
2018-06-10,EAST HAMPTON AIRPORT,64.4,77.0,
2018-06-09,EAST HAMPTON AIRPORT,65.9,77.0,
2018-06-08,EAST HAMPTON AIRPORT,59.8,72.3,15.9
2018-06-07,EAST HAMPTON AIRPORT,55.4,63.7,
2018-06-06,EAST HAMPTON AIRPORT,56.3,69.3,15.9
2018-06-05,EAST HAMPTON AIRPORT,58.0,69.3,19.0
2018-06-04,EAST HAMPTON AIRPORT,52.5,59.9,24.1
2018-06-03,EAST HAMPTON AIRPORT,58.2,64.9,24.1
2018-06-02,EAST HAMPTON AIRPORT,67.9,82.6,
2018-06-01,EAST HAMPTON AIRPORT,63.2,67.5,
2018-05-31,EAST HAMPTON AIRPORT,58.1,68.2,17.1
2018-05-30,EAST HAMPTON AIRPORT,60.9,77.7,
2018-05-29,EAST HAMPTON AIRPORT,63.0,77.5,
2018-05-28,EAST HAMPTON AIRPORT,54.2,65.8,20.0
2018-05-27,EAST HAMPTON AIRPORT,57.9,77.5,26.0
2018-05-26,EAST HAMPTON AIRPORT,68.5,77.5,27.0
2018-05-25,EAST HAMPTON AIRPORT,61.6,75.2,28.0
2018-05-24,EAST HAMPTON AIRPORT,60.4,78.3,14.0
2018-05-23,EAST HAMPTON AIRPORT,61.7,78.3,
2018-05-22,EAST HAMPTON AIRPORT,54.5,70.7,
2018-05-21,EAST HAMPTON AIRPORT,62.4,73.4,
2018-05-20,EAST HAMPTON AIRPORT,60.0,73.4,21.0
2018-05-19,EAST HAMPTON AIRPORT,49.9,58.1,18.1
2018-05-18,EAST HAMPTON AIRPORT,56.2,63.9,25.1
2018-05-17,EAST HAMPTON AIRPORT,55.3,63.9,
2018-05-16,EAST HAMPTON AIRPORT,58.9,71.6,18.1
2018-05-15,EAST HAMPTON AIRPORT,57.8,71.6,31.1
2018-05-14,EAST HAMPTON AIRPORT,52.0,60.8,14.0
2018-05-13,EAST HAMPTON AIRPORT,50.6,55.4,15.0
2018-05-12,EAST HAMPTON AIRPORT,53.4,69.4,
2018-05-11,EAST HAMPTON AIRPORT,58.5,69.4,31.1
2018-05-10,EAST HAMPTON AIRPORT,55.0,59.0,17.1
2018-05-09,EAST HAMPTON AIRPORT,45.7,54.3,
2018-05-08,EAST HAMPTON AIRPORT,51.5,62.4,22.0
2018-05-07,EAST HAMPTON AIRPORT,53.3,61.7,
2018-05-06,EAST HAMPTON AIRPORT,55.3,68.0,18.1
2018-05-05,EAST HAMPTON AIRPORT,61.7,73.6,22.0
2018-05-04,EAST HAMPTON AIRPORT,61.3,75.0,20.0
2018-05-03,EAST HAMPTON AIRPORT,64.0,77.7,22.9
2018-05-02,EAST HAMPTON AIRPORT,61.3,77.7,18.1
2018-05-01,EAST HAMPTON AIRPORT,51.5,66.2,15.9
2018-04-30,EAST HAMPTON AIRPORT,46.4,56.3,21.0
2018-04-29,EAST HAMPTON AIRPORT,50.6,61.5,20.0
2018-04-28,EAST HAMPTON AIRPORT,51.7,61.5,
2018-04-27,EAST HAMPTON AIRPORT,46.8,65.3,
2018-04-26,EAST HAMPTON AIRPORT,55.8,65.3,25.1
2018-04-25,EAST HAMPTON AIRPORT,49.9,53.8,22.9
2018-04-24,EAST HAMPTON AIRPORT,43.8,59.4,17.1
2018-04-23,EAST HAMPTON AIRPORT,43.9,58.6,14.0
2018-04-22,EAST HAMPTON AIRPORT,44.7,58.6,18.1
2018-04-21,EAST HAMPTON AIRPORT,44.6,57.4,19.0
2018-04-20,EAST HAMPTON AIRPORT,41.1,49.8,22.9
2018-04-19,EAST HAMPTON AIRPORT,40.7,50.7,18.1
2018-04-18,EAST HAMPTON AIRPORT,40.7,50.7,25.1
2018-04-17,EAST HAMPTON AIRPORT,43.8,53.8,26.0
2018-04-16,EAST HAMPTON AIRPORT,44.0,53.8,31.1
2018-04-15,EAST HAMPTON AIRPORT,39.7,44.4,31.1
2018-04-14,EAST HAMPTON AIRPORT,52.0,62.6,26.0
2018-04-13,EAST HAMPTON AIRPORT,50.9,61.3,32.1
2018-04-12,EAST HAMPTON AIRPORT,42.9,52.9,15.9
2018-04-11,EAST HAMPTON AIRPORT,33.8,44.6,15.0
2018-04-10,EAST HAMPTON AIRPORT,37.4,42.6,
2018-04-09,EAST HAMPTON AIRPORT,34.7,43.7,19.0
2018-04-08,EAST HAMPTON AIRPORT,36.7,48.2,22.9
2018-04-07,EAST HAMPTON AIRPORT,42.2,48.6,19.0
2018-04-06,EAST HAMPTON AIRPORT,35.4,47.8,24.1
2018-04-05,EAST HAMPTON AIRPORT,39.1,52.3,31.1
